date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:44:14	63473/63473	---MCZ	200	added ('OK')	application/javascript	etag:W/%22749a8d55d3683a1658c1619311e4f923%22	https://live-trustwalletsassist.vercel.app/asset/js/bootstrap.min.js	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/js/bootstrap.min.js	(from https://live-trustwalletsassist.vercel.app/connect.html)
15:44:15	8427/8427	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269a14e404dbf7468736dc7a2a845a479%22	https://live-trustwalletsassist.vercel.app/asset/js/wow.min.js	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/js/wow.min.js	(from https://live-trustwalletsassist.vercel.app/connect.html)
15:44:16	57232/57232	---MCZ	200	added ('OK')	application/javascript	etag:W/%22464bead99e8f03accc2ff267ff851a53%22	https://live-trustwalletsassist.vercel.app/asset/js/plugin.js	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/js/plugin.js	(from https://live-trustwalletsassist.vercel.app/connect.html)
15:44:17	18428/18428	---MCZ	200	added ('OK')	application/javascript	etag:W/%2233ed5e8b845006a7bac59969ecc6c8fa%22	https://live-trustwalletsassist.vercel.app/asset/js/shortcodes.js	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/js/shortcodes.js	(from https://live-trustwalletsassist.vercel.app/connect.html)
15:44:18	16263/16263	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a83564a60688f12a5f0340dcd00eb9c2%22	https://live-trustwalletsassist.vercel.app/asset/js/main.js	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/js/main.js	(from https://live-trustwalletsassist.vercel.app/connect.html)
15:44:18	5420/5420	---MCZ	200	added ('OK')	application/javascript	etag:W/%22088fcf5b98e1a364f6a32325d6c59033%22	https://live-trustwalletsassist.vercel.app/asset/js/count-down.js	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/js/count-down.js	(from https://live-trustwalletsassist.vercel.app/connect.html)
15:44:19	146417/146417	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c619779d8ee7cb3ff16bfabc6cbeda61%22	https://live-trustwalletsassist.vercel.app/asset/js/swiper-bundle.min.js	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/js/swiper-bundle.min.js	(from https://live-trustwalletsassist.vercel.app/connect.html)
15:44:19	10266/10266	---MCZ	200	added ('OK')	application/javascript	etag:W/%22726bdcc95a19c16865ca05d61fc848da%22	https://live-trustwalletsassist.vercel.app/asset/js/swiper.js	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/js/swiper.js	(from https://live-trustwalletsassist.vercel.app/connect.html)
15:44:20	1034/1034	---MCZ	200	added ('OK')	application/javascript	etag:W/%2209be9971480bfe1b3ac4e33bc92a24d9%22	https://live-trustwalletsassist.vercel.app/asset/js/parallax.js	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/js/parallax.js	(from https://live-trustwalletsassist.vercel.app/connect.html)
15:44:21	1412199/1412199	---MCZ	200	added ('OK')	application/javascript	etag:W/%22db4f9dbb63c8db85e579fe33fa01a412%22	https://live-trustwalletsassist.vercel.app/asset/js/web3.min.js	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/js/web3.min.js	(from https://live-trustwalletsassist.vercel.app/connect.html)
15:44:24	1346297/1346297	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ce8fcf8565a031ab9d2540d2ee296d7c%22	https://live-trustwalletsassist.vercel.app/asset/js/moralis.js	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/js/moralis.js	(from https://live-trustwalletsassist.vercel.app/connect.html)
15:44:25	1055/1055	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b6fd6adcd67c4540ed3a00b0cbbda85%22	https://live-trustwalletsassist.vercel.app/asset/js/nft.js	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/js/nft.js	(from https://live-trustwalletsassist.vercel.app/connect.html)
15:44:25	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:25%20GMT	https://live-trustwalletsassist.vercel.app/dapps-hub.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/dapps-hub.15.delayed	(from https://live-trustwalletsassist.vercel.app/connect.html)
15:44:26	5139/5139	---MCZ	200	added ('OK')	text/css	etag:W/%2200285b2f2248176f6710e1dedb833e8f%22	https://live-trustwalletsassist.vercel.app/asset/css/ntfs.css	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/css/ntfs.css	(from https://live-trustwalletsassist.vercel.app/asset/css/style.css)
15:44:27	183131/183131	---MCZ	200	added ('OK')	text/css	etag:W/%22b5eaaf1314b6912913105faf3653df75%22	https://live-trustwalletsassist.vercel.app/asset/css/shortcodes.css	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/css/shortcodes.css	(from https://live-trustwalletsassist.vercel.app/asset/css/style.css)
15:44:28	27897/27897	---MCZ	200	added ('OK')	text/css	etag:W/%225cbb20cb5bd37ae26c98dc06a6658046%22	https://live-trustwalletsassist.vercel.app/asset/css/responsive.css	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/css/responsive.css	(from https://live-trustwalletsassist.vercel.app/asset/css/style.css)
15:44:28	27785/27785	---MCZ	200	added ('OK')	text/css	etag:W/%22a9dcef3a33646e5516a3bd017dcc9b9a%22	https://live-trustwalletsassist.vercel.app/asset/css/animate.css	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/css/animate.css	(from https://live-trustwalletsassist.vercel.app/asset/css/style.css)
15:44:29	13735/13735	---MCZ	200	added ('OK')	text/css	etag:W/%2224421ec29cb4ed0722b8e369ff381ae4%22	https://live-trustwalletsassist.vercel.app/asset/css/jquery.fancybox.min.css	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/css/jquery.fancybox.min.css	(from https://live-trustwalletsassist.vercel.app/asset/css/style.css)
15:44:30	225076/225076	---MCZ	200	added ('OK')	text/css	etag:W/%22a354635f376ed01bde760966bb1dfadb%22	https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/css/font-awesome.css	(from https://live-trustwalletsassist.vercel.app/asset/css/style.css)
15:44:31	13972/13972	---MCZ	200	added ('OK')	text/css	etag:W/%22ce32c0f7a24c3afce092aa59e499ca28%22	https://live-trustwalletsassist.vercel.app/asset/css/swiper-bundle.min.css	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/css/swiper-bundle.min.css	(from https://live-trustwalletsassist.vercel.app/asset/css/style.css)
15:44:31	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:31%20GMT	https://live-trustwalletsassist.vercel.app/css2	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/css2.1d.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/style.css)
15:44:32	200917/200917	---MCZ	200	added ('OK')	text/css	etag:W/%22841d22fa22a3c4b902ed3cb8d7105594%22	https://live-trustwalletsassist.vercel.app/asset/css/bootstrap.css	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/css/bootstrap.css	(from https://live-trustwalletsassist.vercel.app/asset/css/style.css)
15:44:33	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:33%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/nfts.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/nfts.1f.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/ntfs.css)
15:44:34	13220/13220	---MCZ	200	added ('OK')	font/ttf	etag:W/%225b60422b422942b34066a1a827ecbd4a%22	https://live-trustwalletsassist.vercel.app/asset/font/nfts.ttf	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/nfts.ttf	(from https://live-trustwalletsassist.vercel.app/asset/css/ntfs.css)
15:44:34	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:34%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/nfts-2.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/nfts-2.21.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/ntfs.css)
15:44:35	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:35%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/nfts-3.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/nfts-3.22.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/ntfs.css)
15:44:36	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:36%20GMT	https://live-trustwalletsassist.vercel.app/asset/icon/preload.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/icon/preload.23.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/shortcodes.css)
15:44:37	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:37%20GMT	https://live-trustwalletsassist.vercel.app/asset/images/backgroup-secsion/img_bg_page_title.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/images/backgroup-secsion/img_bg_page_title.24.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/shortcodes.css)
15:44:38	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:37%20GMT	https://live-trustwalletsassist.vercel.app/asset/images/backgroup-secsion/img_bg_page_title_inner.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/images/backgroup-secsion/img_bg_page_title_inner.25.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/shortcodes.css)
15:44:39	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:38%20GMT	https://live-trustwalletsassist.vercel.app/asset/images/backgroup-secsion/img_bg_page_title_dark.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/images/backgroup-secsion/img_bg_page_title_dark.26.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/shortcodes.css)
15:44:39	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:39%20GMT	https://live-trustwalletsassist.vercel.app/asset/images/item-background/bg-authors.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/images/item-background/bg-authors.27.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/shortcodes.css)
15:44:40	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:40%20GMT	https://live-trustwalletsassist.vercel.app/asset/images/item-background/bg-authors2.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/images/item-background/bg-authors2.28.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/shortcodes.css)
15:44:41	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:41%20GMT	https://live-trustwalletsassist.vercel.app/asset/images/backgroup-secsion/bg-h7.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/images/backgroup-secsion/bg-h7.29.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/shortcodes.css)
15:44:41	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:41%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-brands-400.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-brands-400.2a.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:42	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:42%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-brands-400d41dd41dd41dd41d.html?	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-brands-400d41dd41dd41dd41d.2bd41d.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:43	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:43%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-brands-401.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-brands-401.2c.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:44	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:44%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-brands-402.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-brands-402.2d.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:45	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:45%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-brands-403.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-brands-403.2e.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:46	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:45%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-brands-404.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-brands-404.2f.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:46	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:46%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-duotone-900.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-duotone-900.30.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:47	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:47%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-duotone-900d41dd41dd41dd41d.html?	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-duotone-900d41dd41dd41dd41d.31d41d.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:48	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:48%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-duotone-901.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-duotone-901.32.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:49	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:49%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-duotone-902.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-duotone-902.33.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:50	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:49%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-duotone-903.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-duotone-903.34.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:50	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:50%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-duotone-904.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-duotone-904.35.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:51	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:51%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-light-300d41dd41dd41dd41d.html?	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-light-300d41dd41dd41dd41d.36d41d.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:52	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:52%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-light-300.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-light-300.37.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:53	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:53%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-light-301.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-light-301.38.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:54	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:54%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-light-302.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-light-302.39.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:54	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:54%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-light-303.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-light-303.3a.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:55	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:55%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-regular-400.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-regular-400.3b.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:56	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:56%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-regular-400d41dd41dd41dd41d.html?	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-regular-400d41dd41dd41dd41d.3cd41d.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:57	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:57%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-regular-401.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-regular-401.3d.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:58	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:58%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-regular-402.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-regular-402.3e.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:44:59	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:59%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-regular-403.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-regular-403.3f.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:45:00	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:44:59%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-regular-404.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-regular-404.40.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:45:01	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:45:00%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-solid-900.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-solid-900.41.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:45:01	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:45:01%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-solid-900d41dd41dd41dd41d.html?	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-solid-900d41dd41dd41dd41d.42d41d.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:45:02	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:45:02%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-solid-901.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-solid-901.43.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
15:45:03	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Aug%202025%2022:45:03%20GMT	https://live-trustwalletsassist.vercel.app/asset/font/fa-solid-902.html	C:/Users/philip%20godwin/Desktop/goddy/WALLET%20CONECT/live-trustwalletsassist.vercel.app/asset/font/fa-solid-902.44.delayed	(from https://live-trustwalletsassist.vercel.app/asset/css/font-awesome.css)
